run_id,run_at,protocol,code,build_id,slice,hypothesis,n_raw,n_declustered,hit_rate,base_rate,edge,expectancy,p,survived
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+breadth_positive+ma_50_rising,6698,4093,0.43244563889567555,0.43397147446991685,-0.0015258355742412966,-0.003964954374408432,0.9145427286356822,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+breadth_positive+market_up,8459,5218,0.4137600613261786,0.4315795515577403,-0.017819490231561708,-0.0054581375512341886,0.1549225387306347,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+breadth_positive+rvol_high,6663,4653,0.40769396088545024,0.43266022757132505,-0.024966266685874816,-0.00672273263677626,0.038980509745127435,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+breadth_positive+volume_dry,93,78,0.5769230769230769,0.43281736471831156,0.1441057122047653,0.02106102255908578,0.01199400299850075,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+ma_50_rising+market_up,7859,4644,0.436046511627907,0.43385097321763744,0.0021955384102695374,-0.0035067265567927733,0.8345827086456772,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+ma_50_rising+rvol_high,5860,4000,0.4375,0.43363549045503663,0.003864509544963368,-0.003746552158510551,0.7236381809095452,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+ma_50_rising+volume_dry,89,71,0.6338028169014085,0.43363549045503663,0.20016732644637186,0.035123836188558744,0.0029985007496251873,True
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+market_up+rvol_high,7271,5009,0.414054701537233,0.43152250700491335,-0.017467805467680342,-0.0059336283006337885,0.10194902548725637,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+market_up+volume_dry,99,83,0.5662650602409639,0.4316923567132672,0.13457270352769668,0.022393087879060098,0.020989505247376312,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+rvol_high+volume_dry,0,0,,0.4325326910641198,,,1.0,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k5:hammer_shape,12845,9122,0.4287436965577724,0.4458884601585895,-0.017144763600817126,-0.004467380382644878,0.008995502248875561,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k5:hammer_shape+above_ma_50,5633,4207,0.43189921559305916,0.4459928272214062,-0.014093611628347047,-0.004319764435982124,0.1619190404797601,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k5:hammer_shape+at_resistance,3717,2763,0.4386536373507057,0.44647799342362116,-0.007824356072915428,-0.0016110688608041645,0.47876061969015493,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k5:hammer_shape+at_support,4447,3305,0.4187594553706505,0.44647799342362116,-0.027718538052970643,-0.0037602881383773643,0.0029985007496251873,True
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k5:hammer_shape+breadth_positive,5239,4110,0.42311435523114355,0.4463541347391651,-0.02323977950802153,-0.004674151309604466,0.035982008995502246,False
